name,stack,dirs,date,py_count
deep_real_time1 / venvs / Lib / site-packages / werkzeug / routing,"['_internal', '_typeshed', 'ast', 'converters', 'dataclasses', 'datastructures', 'difflib', 'exceptions', 'map', 'matcher', 'posixpath', 'pprint', 're', 'rules', 'string', 'threading', 'types', 'typing', 'typing_extensions', 'urls', 'utils', 'uuid', 'warnings', 'wrappers', 'wsgi']",['deep_real_time1\\venvs\\Lib\\site-packages\\werkzeug\\routing'],2024-01-15 04:52:08,6
deep_real_time1 / venvs / Lib / site-packages / werkzeug / sansio,"['_internal', 'dataclasses', 'datastructures', 'datetime', 'enum', 'exceptions', 'http', 're', 'typing', 'urls', 'user_agent', 'utils', 'werkzeug']",['deep_real_time1\\venvs\\Lib\\site-packages\\werkzeug\\sansio'],2024-01-15 04:50:41,6
deep_real_time1 / venvs / Lib / site-packages / werkzeug / wrappers,"['_internal', '_typeshed', 'datastructures', 'exceptions', 'formparser', 'functools', 'http', 'io', 'json', 'request', 'response', 'sansio', 'test', 'typing', 'typing_extensions', 'urls', 'utils', 'warnings', 'werkzeug', 'wsgi']",['deep_real_time1\\venvs\\Lib\\site-packages\\werkzeug\\wrappers'],2024-01-15 04:52:08,3
deep_real_time1 / venvs / Lib / site-packages / wheel,"['__future__', 'base64', 'collections', 'csv', 'ctypes', 'email', 'glob', 'hashlib', 'io', 'logging', 'macosx_libfile', 'metadata', 'os', 'pkg_resources', 're', 'setuptools', 'shutil', 'stat', 'sys', 'sysconfig', 'textwrap', 'time', 'typing', 'util', 'vendored', 'warnings', 'wheel', 'wheelfile', 'zipfile']",['deep_real_time1\\venvs\\Lib\\site-packages\\wheel'],2024-01-15 04:52:08,8
deep_real_time1 / venvs / Lib / site-packages / wheel / cli,"['__future__', 'argparse', 'bdist_wheel', 'convert', 'distutils', 'glob', 'os', 'pack', 'pathlib', 're', 'setuptools', 'shutil', 'sys', 'tempfile', 'unpack', 'wheel', 'wheelfile', 'zipfile']",['deep_real_time1\\venvs\\Lib\\site-packages\\wheel\\cli'],2024-01-15 04:52:08,4
deep_real_time1 / venvs / Lib / site-packages / wheel / vendored,[],['deep_real_time1\\venvs\\Lib\\site-packages\\wheel\\vendored'],2024-01-15 04:50:41,1
deep_real_time1 / venvs / Lib / site-packages / wheel / vendored / packaging,"['__future__', '_manylinux', 'collections', 'contextlib', 'ctypes', 'functools', 'importlib', 'logging', 'operator', 'os', 'platform', 're', 'struct', 'subprocess', 'sys', 'sysconfig', 'typing', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\wheel\\vendored\\packaging'],2024-01-15 04:50:41,4
deep_real_time1 / venvs / Lib / site-packages / win32 / Demos,"['_thread', 'array', 'commctrl', 'getopt', 'glob', 'io', 'math', 'mmapfile', 'msvcrt', 'ntsecuritycon', 'optparse', 'os', 'pickle', 'pprint', 'pythoncom', 'pywin32_testutil', 'pywintypes', 'queue', 'random', 'struct', 'sys', 'tempfile', 'threading', 'time', 'timer', 'traceback', 'win32api', 'win32clipboard', 'win32com', 'win32con', 'win32console', 'win32cred', 'win32event', 'win32evtlog', 'win32evtlogutil', 'win32file', 'win32gui', 'win32gui_dialog', 'win32gui_struct', 'win32net', 'win32netcon', 'win32print', 'win32process', 'win32profile', 'win32ras', 'win32rcparser', 'win32security', 'win32service', 'win32transaction', 'win32ts', 'wincerapi', 'winerror', 'winioctlcon', 'winnt', 'winxpgui']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\Demos'],2024-01-15 04:52:08,38
deep_real_time1 / venvs / Lib / site-packages / win32 / Demos / c_extension,"['distutils', 'os', 'sysconfig']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\Demos\\c_extension'],2024-01-15 04:52:08,1
deep_real_time1 / venvs / Lib / site-packages / win32 / Demos / dde,"['dde', 'pywin', 'win32ui']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\Demos\\dde'],2024-01-15 04:52:08,2
deep_real_time1 / venvs / Lib / site-packages / win32 / Demos / pipes,"['msvcrt', 'os', 'sys', 'win32api', 'win32con', 'win32file', 'win32pipe', 'win32process', 'win32security']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\Demos\\pipes'],2024-01-15 04:52:08,2
deep_real_time1 / venvs / Lib / site-packages / win32 / Demos / security,"['ntsecuritycon', 'os', 'pywintypes', 'security_enums', 'sys', 'win32api', 'win32con', 'win32event', 'win32file', 'win32net', 'win32process', 'win32security', 'winerror', 'winnt']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\Demos\\security'],2024-01-15 04:52:08,20
deep_real_time1 / venvs / Lib / site-packages / win32 / Demos / service,"['_thread', 'getopt', 'ntsecuritycon', 'os', 'pipeTestService', 'pywintypes', 'servicemanager', 'sys', 'traceback', 'win32api', 'win32con', 'win32event', 'win32file', 'win32gui', 'win32gui_struct', 'win32pipe', 'win32service', 'win32serviceutil', 'win32traceutil', 'winerror']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\Demos\\service'],2024-01-15 04:52:09,4
deep_real_time1 / venvs / Lib / site-packages / win32 / Demos / win32wnet,"['os', 'win32api', 'win32wnet', 'winnetwk']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\Demos\\win32wnet'],2024-01-15 04:52:09,2
deep_real_time1 / venvs / Lib / site-packages / win32 / lib,"['_thread', '_win32sysloader', '_winxptheme', 'array', 'collections', 'commctrl', 'copy', 'datetime', 'gc', 'getopt', 'glob', 'importlib', 'itertools', 'logging', 'ntsecuritycon', 'odbc', 'operator', 'optparse', 'os', 'perfmon', 'pickle', 'pprint', 'pythoncom', 'pywin32_system32', 'pywintypes', 're', 'regutil', 'servicemanager', 'shlex', 'site', 'sspicon', 'stat', 'struct', 'sys', 'time', 'unittest', 'warnings', 'win32api', 'win32com', 'win32con', 'win32evtlog', 'win32evtlogutil', 'win32gui', 'win32pdh', 'win32ras', 'win32security', 'win32service', 'win32trace', 'win32wnet', 'winerror', 'winreg']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\lib'],2024-01-15 04:52:09,33
deep_real_time1 / venvs / Lib / site-packages / win32 / scripts,"['getopt', 'importlib', 'os', 'pythoncom', 'pywin', 'pywintypes', 'regcheck', 'regutil', 'shutil', 'sys', 'time', 'win32api', 'win32con', 'win32evtlog', 'win32pdhutil', 'win32ras', 'win32service', 'win32ui', 'winreg']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\scripts'],2024-01-15 04:52:09,6
deep_real_time1 / venvs / Lib / site-packages / win32 / scripts / ce,"['fnmatch', 'getopt', 'os', 'pywin', 'string', 'sys', 'win32api', 'win32con', 'win32file', 'win32ui', 'wincerapi']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\scripts\\ce'],2024-01-15 04:52:09,1
deep_real_time1 / venvs / Lib / site-packages / win32 / scripts / VersionStamp,"['bulkstamp', 'fnmatch', 'getopt', 'os', 'pythoncom', 'pywin', 'string', 'sys', 'time', 'traceback', 'verstamp', 'vssutil', 'win32api', 'win32com', 'win32con', 'win32ui']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\scripts\\VersionStamp'],2024-01-15 04:52:09,3
deep_real_time1 / venvs / Lib / site-packages / win32 / test,"['argparse', 'array', 'binascii', 'contextlib', 'datetime', 'doctest', 'gc', 'netbios', 'ntsecuritycon', 'odbc', 'operator', 'os', 'pythoncom', 'pywin32_testutil', 'pywintypes', 'random', 're', 'sets', 'shutil', 'socket', 'sspi', 'sspicon', 'subprocess', 'sys', 'tempfile', 'threading', 'time', 'traceback', 'typing', 'unittest', 'win32api', 'win32clipboard', 'win32com', 'win32con', 'win32crypt', 'win32cryptcon', 'win32event', 'win32file', 'win32gui', 'win32gui_struct', 'win32inet', 'win32inetcon', 'win32net', 'win32netcon', 'win32pipe', 'win32print', 'win32process', 'win32profile', 'win32rcparser', 'win32security', 'win32timezone', 'win32trace', 'win32ui', 'win32wnet', 'winerror']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32\\test'],2024-01-15 04:52:09,23
deep_real_time1 / venvs / Lib / site-packages / win32com,"['os', 'pythoncom', 'sys', 'types', 'win32api', 'win32com', 'win32con', 'winerror']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32com'],2024-01-15 04:52:09,5
deep_real_time1 / venvs / Lib / site-packages / win32com / client,"['codecs', 'commctrl', 'datetime', 'getopt', 'glob', 'importlib', 'io', 'keyword', 'os', 'pickle', 'pythoncom', 'pywin', 'pywintypes', 'shutil', 'string', 'sys', 'time', 'traceback', 'types', 'win32api', 'win32com', 'win32con', 'win32ui', 'winerror', 'zipfile']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32com\\client'],2024-01-15 04:52:09,12
deep_real_time1 / venvs / Lib / site-packages / win32com / demos,"['datetime', 'pythoncom', 'pywin32_testutil', 'sys', 'threading', 'time', 'win32api', 'win32com', 'win32con', 'win32event', 'win32ui', 'winreg']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32com\\demos'],2024-01-15 04:50:41,11
deep_real_time1 / venvs / Lib / site-packages / win32com / makegw,"['re', 'string', 'traceback', 'win32com']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32com\\makegw'],2024-01-15 04:52:09,4
deep_real_time1 / venvs / Lib / site-packages / win32com / server,"['dispatcher', 'exception', 'os', 'pythoncom', 'pywintypes', 'sys', 'tempfile', 'traceback', 'types', 'win32api', 'win32com', 'win32con', 'win32event', 'win32process', 'win32trace', 'win32traceutil', 'winerror', 'winxpgui']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32com\\server'],2024-01-15 04:52:09,9
deep_real_time1 / venvs / Lib / site-packages / win32com / servers,"['importlib', 'pythoncom', 'pywintypes', 'sys', 'time', 'win32com', 'win32pdhutil', 'winerror']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32com\\servers'],2024-01-15 04:50:41,6
deep_real_time1 / venvs / Lib / site-packages / win32com / test,"['_thread', 'copy', 'datetime', 'decimal', 'distutils', 'gc', 'getopt', 'logging', 'msvcrt', 'netscape', 'numpy', 'os', 'pythoncom', 'pywin32_testutil', 'pywintypes', 'random', 're', 'shutil', 'string', 'struct', 'sys', 'tempfile', 'testServers', 'threading', 'time', 'traceback', 'types', 'unittest', 'util', 'win32api', 'win32clipboard', 'win32com', 'win32con', 'win32event', 'win32gui', 'win32timezone', 'win32ui', 'winerror', 'winreg', 'xl5en32']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32com\\test'],2024-01-15 04:52:09,41
deep_real_time1 / venvs / Lib / site-packages / win32comext / adsi,"['adsi', 'pythoncom', 'sys', 'win32com']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\adsi'],2024-01-15 04:52:10,2
deep_real_time1 / venvs / Lib / site-packages / win32comext / adsi / demos,"['getopt', 'logging', 'ntsecuritycon', 'optparse', 'os', 'pythoncom', 'pywintypes', 'string', 'sys', 'textwrap', 'traceback', 'win32api', 'win32clipboard', 'win32com', 'win32con', 'win32security', 'winerror']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\adsi\\demos'],2024-01-15 04:52:10,4
deep_real_time1 / venvs / Lib / site-packages / win32comext / authorization,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\authorization'],2024-01-15 04:52:10,1
deep_real_time1 / venvs / Lib / site-packages / win32comext / authorization / demos,"['ntsecuritycon', 'os', 'pythoncom', 'win32api', 'win32com', 'win32con', 'win32security', 'win32service']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\authorization\\demos'],2024-01-15 04:52:10,2
deep_real_time1 / venvs / Lib / site-packages / win32comext / axcontrol,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\axcontrol'],2024-01-15 04:52:10,1
deep_real_time1 / venvs / Lib / site-packages / win32comext / axdebug,"['_thread', 'bdb', 'io', 'linecache', 'os', 'pprint', 'pythoncom', 'string', 'sys', 'tokenize', 'traceback', 'ttest', 'util', 'win32api', 'win32com', 'win32traceutil', 'winerror']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\axdebug'],2024-01-15 04:52:10,11
deep_real_time1 / venvs / Lib / site-packages / win32comext / axscript,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\axscript'],2024-01-15 04:52:10,2
deep_real_time1 / venvs / Lib / site-packages / win32comext / axscript / client,"['framework', 'imp', 'linecache', 'os', 'profile', 'pstats', 'pyscript', 'pythoncom', 're', 'signal', 'sys', 'traceback', 'types', 'win32api', 'win32com', 'winerror']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\axscript\\client'],2024-01-15 04:52:10,8
deep_real_time1 / venvs / Lib / site-packages / win32comext / axscript / server,"['pythoncom', 'win32com', 'winerror']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\axscript\\server'],2024-01-15 04:50:41,3
deep_real_time1 / venvs / Lib / site-packages / win32comext / axscript / test,"['os', 'pythoncom', 'sys', 'traceback', 'unittest', 'win32com', 'win32ui']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\axscript\\test'],2024-01-15 04:52:10,3
deep_real_time1 / venvs / Lib / site-packages / win32comext / bits,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\bits'],2024-01-15 04:52:10,1
deep_real_time1 / venvs / Lib / site-packages / win32comext / bits / test,"['os', 'pythoncom', 'tempfile', 'win32api', 'win32com', 'win32event']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\bits\\test'],2024-01-15 04:52:10,2
deep_real_time1 / venvs / Lib / site-packages / win32comext / directsound,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\directsound'],2024-01-15 04:52:10,1
deep_real_time1 / venvs / Lib / site-packages / win32comext / directsound / test,"['os', 'pythoncom', 'pywin32_testutil', 'pywintypes', 'struct', 'sys', 'unittest', 'win32api', 'win32com', 'win32event']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\directsound\\test'],2024-01-15 04:52:10,3
deep_real_time1 / venvs / Lib / site-packages / win32comext / ifilter,['pywintypes'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\ifilter'],2024-01-15 04:52:10,2
deep_real_time1 / venvs / Lib / site-packages / win32comext / ifilter / demo,"['operator', 'os', 'pythoncom', 'pywintypes', 'sys', 'win32com']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\ifilter\\demo'],2024-01-15 04:52:10,1
deep_real_time1 / venvs / Lib / site-packages / win32comext / internet,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\internet'],2024-01-15 04:52:10,2
deep_real_time1 / venvs / Lib / site-packages / win32comext / mapi,"['exchange', 'exchdapi', 'mapi', 'mapitags', 'pythoncom', 'pywintypes', 'sys', 'win32com']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\mapi'],2024-01-15 04:52:10,4
deep_real_time1 / venvs / Lib / site-packages / win32comext / mapi / demos,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\mapi\\demos'],2024-01-15 04:52:10,1
deep_real_time1 / venvs / Lib / site-packages / win32comext / propsys,['pywintypes'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\propsys'],2024-01-15 04:52:10,2
deep_real_time1 / venvs / Lib / site-packages / win32comext / propsys / test,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\propsys\\test'],2024-01-15 04:52:10,1
deep_real_time1 / venvs / Lib / site-packages / win32comext / shell,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\shell'],2024-01-15 04:52:10,2
deep_real_time1 / venvs / Lib / site-packages / win32comext / shell / demos,"['glob', 'os', 'pythoncom', 'sys', 'time', 'win32api', 'win32com', 'win32con', 'win32gui']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\shell\\demos'],2024-01-15 04:52:10,12
deep_real_time1 / venvs / Lib / site-packages / win32comext / shell / test,"['os', 'unittest', 'win32api', 'win32com']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\shell\\test'],2024-01-15 04:52:10,3
deep_real_time1 / venvs / Lib / site-packages / win32comext / taskscheduler,['win32com'],['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\taskscheduler'],2024-01-15 04:52:10,1
deep_real_time1 / venvs / Lib / site-packages / win32comext / taskscheduler / test,"['os', 'pythoncom', 'sys', 'time', 'win32api', 'win32com']",['deep_real_time1\\venvs\\Lib\\site-packages\\win32comext\\taskscheduler\\test'],2024-01-15 04:52:10,4
deep_real_time1 / venvs / Lib / site-packages / wrapt,"['_wrappers', 'arguments', 'builtins', 'decorators', 'functools', 'importer', 'importlib', 'inspect', 'operator', 'os', 'pkg_resources', 'sys', 'threading', 'weakref', 'wrappers']",['deep_real_time1\\venvs\\Lib\\site-packages\\wrapt'],2024-01-15 04:52:10,5
deep_real_time1 / venvs / Lib / site-packages / yaml,"['base64', 'binascii', 'codecs', 'collections', 'composer', 'constructor', 'copyreg', 'cyaml', 'datetime', 'dumper', 'emitter', 'error', 'events', 'io', 'loader', 'nodes', 'parser', 're', 'reader', 'representer', 'resolver', 'scanner', 'serializer', 'sys', 'tokens', 'types', 'yaml']",['deep_real_time1\\venvs\\Lib\\site-packages\\yaml'],2024-01-15 04:52:10,17
deep_real_time1 / venvs / Lib / site-packages / zmq,"['asyncio', 'collections', 'constants', 'contextlib', 'ctypes', 'enum', 'errno', 'functools', 'importlib', 'itertools', 'os', 'platform', 'selectors', 'sys', 'tornado', 'typing', 'typing_extensions', 'warnings', 'weakref', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq'],2024-01-15 04:52:10,7
deep_real_time1 / venvs / Lib / site-packages / zmq / auth,"['asyncio', 'base', 'certs', 'datetime', 'glob', 'logging', 'os', 'threading', 'typing', 'warnings', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\auth'],2024-01-15 04:52:10,6
deep_real_time1 / venvs / Lib / site-packages / zmq / backend,"['importlib', 'os', 'platform', 'select', 'typing']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\backend'],2024-01-15 04:52:10,2
deep_real_time1 / venvs / Lib / site-packages / zmq / backend / cffi,"['__pypy__', '_cffi', '_poll', 'context', 'devices', 'errno', 'error', 'message', 'socket', 'threading', 'time', 'utils', 'warnings', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\backend\\cffi'],2024-01-15 04:52:10,8
deep_real_time1 / venvs / Lib / site-packages / zmq / backend / cython,"['_device', '_poll', '_proxy_steerable', '_version', 'context', 'error', 'message', 'socket', 'utils']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\backend\\cython'],2024-01-15 04:52:10,1
deep_real_time1 / venvs / Lib / site-packages / zmq / devices,"['multiprocessing', 'threading', 'time', 'typing', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\devices'],2024-01-15 04:52:10,6
deep_real_time1 / venvs / Lib / site-packages / zmq / eventloop,"['asyncio', 'minitornado', 'pickle', 'queue', 'time', 'tornado', 'typing', 'warnings', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\eventloop'],2024-01-15 04:52:10,5
deep_real_time1 / venvs / Lib / site-packages / zmq / green,"['gevent', 'poll', 'sys', 'time', 'typing', 'warnings', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\green'],2024-01-15 04:52:10,4
deep_real_time1 / venvs / Lib / site-packages / zmq / green / eventloop,['zmq'],['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\green\\eventloop'],2024-01-15 04:52:10,3
deep_real_time1 / venvs / Lib / site-packages / zmq / log,"['argparse', 'colorama', 'copy', 'datetime', 'logging', 'typing', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\log'],2024-01-15 04:50:41,3
deep_real_time1 / venvs / Lib / site-packages / zmq / ssh,"['atexit', 'forward', 'getpass', 'logging', 'multiprocessing', 'os', 'paramiko', 'pexpect', 're', 'select', 'signal', 'socket', 'socketserver', 'sys', 'warnings', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\ssh'],2024-01-15 04:52:10,3
deep_real_time1 / venvs / Lib / site-packages / zmq / sugar,"['atexit', 'attrsettr', 'constants', 'errno', 'os', 'pickle', 'poll', 'pyczmq', 'random', 're', 'socket', 'sys', 'threading', 'time', 'typing', 'warnings', 'weakref', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\sugar'],2024-01-15 04:52:10,9
deep_real_time1 / venvs / Lib / site-packages / zmq / tests,"['asyncio', 'concurrent', 'contextlib', 'copy', 'ctypes', 'datetime', 'errno', 'functools', 'gc', 'gevent', 'inspect', 'json', 'logging', 'multiprocessing', 'numpy', 'os', 'platform', 'pyczmq', 'pytest', 'pyximport', 'queue', 'shutil', 'signal', 'socket', 'struct', 'subprocess', 'sys', 'threading', 'time', 'tornado', 'typing', 'unittest', 'warnings', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\tests'],2024-01-15 04:52:10,37
deep_real_time1 / venvs / Lib / site-packages / zmq / utils,"['atexit', 'cffi', 'collections', 'ctypes', 'json', 'os', 'struct', 'threading', 'typing', 'warnings', 'zmq']",['deep_real_time1\\venvs\\Lib\\site-packages\\zmq\\utils'],2024-01-15 04:50:41,8
deep_real_time1 / venvs / Lib / site-packages / _distutils_hack,"['importlib', 'os', 'sys', 'traceback', 'warnings']",['deep_real_time1\\venvs\\Lib\\site-packages\\_distutils_hack'],2024-01-15 04:52:11,2
deep_real_time1 / venvs / Lib / site-packages / _yaml,"['sys', 'warnings', 'yaml']",['deep_real_time1\\venvs\\Lib\\site-packages\\_yaml'],2024-01-15 04:52:11,1
deep_real_time1 / venvs / Scripts,"['argparse', 'asyncio', 'collections', 'glob', 'importlib', 'logging', 'os', 'pythoncom', 'shutil', 'signal', 'site', 'socket', 'subprocess', 'sys', 'sysconfig', 'tempfile', 'traceback', 'webbrowser', 'win32api', 'win32com', 'win32con', 'win32process', 'winreg']",['deep_real_time1\\venvs\\Scripts'],2024-01-15 04:52:11,4
foto_generator_to_tg_channel,"['aiogram', 'apscheduler', 'data', 'handlers', 'loader', 'models', 'states']",['foto_generator_to_tg_channel'],2024-01-15 04:52:11,3
foto_generator_to_tg_channel / data,[],['foto_generator_to_tg_channel\\data'],2024-01-15 04:52:11,1
foto_generator_to_tg_channel / handlers,[],['foto_generator_to_tg_channel\\handlers'],2024-01-15 04:52:11,1
foto_generator_to_tg_channel / handlers / admin,[],['foto_generator_to_tg_channel\\handlers\\admin'],2024-01-15 04:52:11,1
foto_generator_to_tg_channel / handlers / admin / callback,"['aiogram', 'asyncio', 'datetime', 'json', 'loader', 'models', 'sqlite3', 'sys']",['foto_generator_to_tg_channel\\handlers\\admin\\callback'],2024-01-15 04:52:11,2
foto_generator_to_tg_channel / handlers / admin / message,"['aiogram', 'asyncio', 'data', 'datetime', 'keyboards', 'loader', 're']",['foto_generator_to_tg_channel\\handlers\\admin\\message'],2024-01-15 04:52:11,4
foto_generator_to_tg_channel / keyboards,[],['foto_generator_to_tg_channel\\keyboards'],2024-01-15 04:50:41,1
foto_generator_to_tg_channel / keyboards / inline,['aiogram'],['foto_generator_to_tg_channel\\keyboards\\inline'],2024-01-15 04:52:11,1
foto_generator_to_tg_channel / keyboards / reply,['aiogram'],['foto_generator_to_tg_channel\\keyboards\\reply'],2024-01-15 04:52:11,1
foto_generator_to_tg_channel / models,['sqlite3'],['foto_generator_to_tg_channel\\models'],2024-01-15 04:52:11,2
foto_generator_to_tg_channel / module,[],['foto_generator_to_tg_channel\\module'],2024-01-15 04:52:12,1
foto_generator_to_tg_channel / module / generator,"['asyncio', 'bs4', 'datetime', 'os', 'pyppeteer', 'random', 'string']",['foto_generator_to_tg_channel\\module\\generator'],2024-01-15 04:52:12,3
foto_generator_to_tg_channel / states,[],['foto_generator_to_tg_channel\\states'],2024-01-15 04:52:12,1
foto_generator_to_tg_channel / states / admin,"['aiogram', 'asyncio', 'datetime', 'keyboards', 'loader', 'logging', 'module', 'os', 'random', 're', 'string']",['foto_generator_to_tg_channel\\states\\admin'],2024-01-15 04:52:12,4
foto_generator_to_tg_channel / utils,[],['foto_generator_to_tg_channel\\utils'],2024-01-15 04:50:41,1
foto_generator_to_tg_channel / utils / db_api,"['peewee', 'sqlite']",['foto_generator_to_tg_channel\\utils\\db_api'],2024-01-15 04:52:12,2
foto_generator_to_tg_channel / utils / misc,['logging'],['foto_generator_to_tg_channel\\utils\\misc'],2024-01-15 04:52:12,2
GIThub-Search-Dork-Parser,"['os', 'pickle', 'selenium', 'time']",['GIThub-Search-Dork-Parser'],2025-05-22 02:15:28,2
LanguageInFileSearcher,"['googletrans', 'os', 'tkinter']",['LanguageInFileSearcher'],2024-04-27 01:34:37,1
OTHER,"['os', 'subprocess', 'tkinter']",['OTHER'],2025-06-15 05:32:41,1
Python Scrypt,"['aiogram', 'arrow', 'asyncio', 'bs4', 'csv', 'datetime', 'db', 'email', 'io', 'json', 'keyboards', 'numpy', 'opentele', 'os', 'pip', 'platform', 'pydantic', 'pyrogram', 're', 'requests', 'selenium', 'sklearn', 'smtplib', 'ssl', 'subprocess', 'sys', 'threading', 'tiktok_dl', 'time', 'tkinter', 'typing', 'unicodedata', 'urllib3', 'utils', 'uuid', 'win32api', 'win32con', 'win32file', 'winreg', 'winsound']",['Python Scrypt'],2024-01-15 04:52:20,19
Python Scrypt / Первонах_pyrogram,[],['Python Scrypt\\Первонах_pyrogram'],2024-01-15 04:52:20,2
py_import_parser,"['ast', 'collections', 'colorama', 'concurrent', 'datetime', 'matplotlib', 'os', 'pandas', 'pyperclip', 'queue', 're', 'stats_window', 'threading', 'tkinter', 'utils']",['py_import_parser'],2025-04-27 23:03:09,3
roop-main(virtual_camera_deep) / roop-main,"['PIL', 'argparse', 'collections', 'core', 'ctypes', 'cv2', 'glob', 'multiprocessing', 'opennsfw2', 'os', 'pathlib', 'platform', 'psutil', 'resource', 'shutil', 'signal', 'sys', 'threading', 'tkinter', 'torch', 'webbrowser']",['roop-main(virtual_camera_deep)\\roop-main'],2024-01-15 04:52:22,2
roop-main(virtual_camera_deep) / roop-main / core,"['core', 'cv2', 'insightface', 'onnxruntime', 'os', 'shutil', 'tqdm']",['roop-main(virtual_camera_deep)\\roop-main\\core'],2024-01-15 04:52:20,7
roop-main(virtual_camera_deep) / roop-main1.0,"['PIL', 'argparse', 'core', 'cv2', 'glob', 'multiprocessing', 'os', 'pathlib', 'psutil', 'shutil', 'sys', 'threading', 'time', 'tkinter', 'torch', 'webbrowser']",['roop-main(virtual_camera_deep)\\roop-main1.0'],2024-01-15 04:53:46,2
roop-main(virtual_camera_deep) / roop-main1.0 / core,"['core', 'cv2', 'insightface', 'onnxruntime', 'os', 'shutil']",['roop-main(virtual_camera_deep)\\roop-main1.0\\core'],2024-01-15 04:53:46,5
roop-main(virtual_camera_deep) / roop-main3.0,"['PIL', 'argparse', 'core', 'ctypes', 'cv2', 'glob', 'multiprocessing', 'opennsfw2', 'os', 'pathlib', 'platform', 'psutil', 'resource', 'shutil', 'signal', 'sys', 'threading', 'tkinter', 'torch', 'webbrowser']",['roop-main(virtual_camera_deep)\\roop-main3.0'],2024-01-15 04:54:05,1
roop-main(virtual_camera_deep) / roop-main3.0 / core,"['core', 'cv2', 'insightface', 'onnxruntime', 'os', 'shutil', 'tqdm']",['roop-main(virtual_camera_deep)\\roop-main3.0\\core'],2024-01-15 04:54:05,5
